epoch,acc,loss,val_acc,val_loss
0,0.7303921568627451,0.5635541027487673,0.779034691069101,0.5015256319470355
1,0.8199472097429934,0.44144994959931927,0.8325791857001649,0.42571710659188206
2,0.8335218701966748,0.40725788249329387,0.8355957769520502,0.4129342311827486
3,0.8438914028048335,0.3803538614448559,0.8446455507077063,0.3964001120125726
4,0.8510558068482584,0.36995674415771057,0.8582202113411905,0.3735726499090008
5,0.8627450980392157,0.3395254639726059,0.8650075412983269,0.3471960021719494
6,0.8742458522769301,0.31390426257347087,0.8642533937550598,0.32925356666067246
7,0.8851809953852117,0.29938581352140387,0.8627450981291171,0.3267375109422261
8,0.891591251975271,0.280642022149775,0.9185520359293907,0.2583271976150179
9,0.8989441929719387,0.2618567667126116,0.9185520359293907,0.24771653014610256
10,0.9140271493212669,0.22936125814375294,0.9336349921888176,0.2322746711933415
11,0.920814479638009,0.21918518060248002,0.9396681746925883,0.21006025407648735
12,0.9270361990950227,0.20628013860765806,0.9019607840440212,0.2631868070966338
13,0.9304298642533937,0.19538957821163117,0.9411764705882353,0.20983265780845198
14,0.9353318250377074,0.17827521188698742,0.9509803918871584,0.1671412906990152
15,0.9391025641025641,0.1715649423016682,0.9464555050093304,0.16285310499089156
16,0.9432503770739065,0.1680950566923996,0.9509803918871584,0.15198307046118906
17,0.9449472095631906,0.1560690749779366,0.9592760180995475,0.14279818487652826
18,0.9455128204229191,0.15666618711718247,0.9276018096850469,0.20650018522372612
19,0.9457013573761619,0.14898420337076282,0.9494720962612158,0.1627069822488687
20,0.9556938158980323,0.13757351200415177,0.9607843137254902,0.13331783148228313
21,0.9532428355957768,0.13347085656915675,0.9630467571644042,0.12373461046145152
22,0.9568250377073907,0.12729150207423875,0.9645550527903469,0.12109178757550669
23,0.9562594268476622,0.12820350683292833,0.9683257918552036,0.12419584544086168
24,0.9634238310708899,0.11648040278330109,0.9374057312536743,0.17518692269224567
25,0.9609728505888316,0.11140066534730284,0.9675716440422323,0.10406265087526848
26,0.9649321266069312,0.11138304689868184,0.9683257918552036,0.10562149116131694
27,0.9628582202111614,0.10989007816213109,0.9683257918552036,0.10666328751753179
28,0.9636123680241327,0.10267023268530812,0.9683257918552036,0.10553317263070634
29,0.9673831070889894,0.09510383323441803,0.9683257915854994,0.10403517729196793
30,0.9668174962292609,0.09962749419393942,0.9705882352941176,0.09523655088733583
31,0.969457013664562,0.09270620204474592,0.9690799393984707,0.09776265474196473
32,0.9694570134847592,0.09201395014359941,0.971342383107089,0.09360902560916962
33,0.9687028658515907,0.08507095438570099,0.9705882352941176,0.0817688295553083
34,0.9745475113122172,0.08144109661874908,0.967571643772528,0.09688885568403731
35,0.9732277526395173,0.08017860984831464,0.9675716440422323,0.089254448642648
36,0.972473604826546,0.07554995887498421,0.9720965309200603,0.07960530952023705
37,0.9720965308301589,0.07812892720328017,0.9615384612687573,0.10890655555561476
38,0.9734162895927602,0.07258626428147606,0.9675716440422323,0.0903328117516965
39,0.9760558069381599,0.071214690298786,0.9705882352941176,0.08600011667964326
40,0.9785067873303167,0.06637482665939928,0.9728506787330317,0.08348272431804764
41,0.9769984916144726,0.06928189990263808,0.969079939668175,0.0838639627282436
42,0.9790723981900452,0.05937693843851217,0.9720965309200603,0.0748358419611713
43,0.9807692306793293,0.05746464985162919,0.971342383107089,0.07300818718823732
44,0.980015082866358,0.05795762692978479,0.9728506787330317,0.07346070922495374
45,0.9826546002117577,0.05296621428940271,0.9728506787330317,0.0733680849498753
46,0.9805806937260865,0.05225732450009651,0.9720965309200603,0.07189313676854424
47,0.9803921567728436,0.055408226772805685,0.9751131221719457,0.07119098214115133
48,0.9826546003016591,0.05106639514816293,0.973604826546003,0.06836867676893331
49,0.9819004524886877,0.05349246018213609,0.973604826546003,0.06997781877896185
50,0.9815233784923006,0.05283364690250266,0.973604826546003,0.06775867701318469
51,0.9824660633484162,0.05412644040974512,0.9743589743589743,0.06819514989807955
52,0.981146304585815,0.05387846291764761,0.9743589743589743,0.06779242427190864
53,0.9826546003016591,0.05302640979303269,0.975867269984917,0.06927646538116274
54,0.9809577677224736,0.05588764818118348,0.973604826546003,0.06795647353226063
55,0.9830316742081447,0.04991782804583038,0.9720965309200603,0.06747544624844108
56,0.9832202111613876,0.04992894305767517,0.9743589743589743,0.0672541505644494
57,0.9828431372549019,0.04880150669531091,0.9751131221719457,0.0699556508125403
58,0.9858597285067874,0.04626553952988928,0.9751131221719457,0.06493881810596985
59,0.9843514328808446,0.052108708203336164,0.9751131221719457,0.06581448769789655
60,0.9819004524886877,0.05068987128317783,0.975867269984917,0.06840450763927146
61,0.9819004524886877,0.04971270671122754,0.9743589743589743,0.06656174887067233
62,0.9843514327909432,0.05022512828344044,0.9751131221719457,0.06707928869114742
63,0.9822775263951734,0.04763308465958406,0.9751131221719457,0.06485247374884504
64,0.9854826546003017,0.046952267685907906,0.975867269984917,0.0656768761260567
65,0.9826546003915605,0.04809634942634433,0.9766214177978884,0.06513921758033571
66,0.9839743589743589,0.04776982035414845,0.975867269984917,0.06858588797272061
67,0.9835972850678733,0.0499070504529972,0.975867269984917,0.06628300483882157
68,0.982277526305272,0.04669778740671245,0.9743589743589743,0.06615966101082921
69,0.9824660633484162,0.04719133275598962,0.9766214177978884,0.06622623393753176
70,0.9834087481146304,0.05067815611540687,0.975867269984917,0.06493273649370329
71,0.9830316741182433,0.04736277156089451,0.9766214177978884,0.06609110456089269
72,0.9835972850678733,0.04791580333316848,0.9751131221719457,0.0666537303955127
73,0.985105580693816,0.0443423706729128,0.9766214177978884,0.06682451530099814
74,0.9824660633484162,0.04670826246790577,0.9751131221719457,0.0649156211784073
75,0.9852941175571573,0.04607370849642593,0.9773755656108597,0.06613086626989989
76,0.9835972849779718,0.04830363760863854,0.975867269984917,0.06401168481976378
77,0.983408748024729,0.04832448901364167,0.9751131221719457,0.06497953223629235
78,0.9847285067873304,0.04767038173226255,0.9751131221719457,0.06567363673048501
79,0.9834087481146304,0.0476264525935346,0.9766214177978884,0.06804686581904172
80,0.9856711915535445,0.044735085318879216,0.978129713423831,0.06539635860879497
81,0.9852941176470589,0.04344767258751177,0.9773755656108597,0.06520277741582865
82,0.9841628960175033,0.0440369725261069,0.9766214177978884,0.06450321877636521
83,0.9837858219312147,0.043911696483309455,0.9773755656108597,0.06384527534358822
84,0.983408748024729,0.047172984916036935,0.9773755656108597,0.06432136802247207
85,0.9839743589743589,0.04592804218534251,0.9773755656108597,0.06352920091934333
86,0.9832202111613876,0.0481206689277161,0.9773755656108597,0.06377491222899603
87,0.9849170437405732,0.04567289450535969,0.9773755656108597,0.06389864016082672
88,0.9843514327909432,0.04525036883412623,0.9773755656108597,0.06245189221915796
89,0.9828431372549019,0.0473886895980995,0.975867269984917,0.06282837454617293
90,0.9843514328808446,0.04703785850333547,0.9766214177978884,0.06249162731172452
91,0.9854826546003017,0.044740913845289665,0.9766214177978884,0.06323767383196595
92,0.9843514327909432,0.04539589354765586,0.975867269984917,0.06321985463908175
93,0.9837858220211161,0.047725274228964276,0.9751131221719457,0.06396942278356214
94,0.9839743589743589,0.045752801377534145,0.975867269984917,0.0670871118457249
95,0.9839743588844575,0.044292299162602085,0.9743589743589743,0.06324298484854929
96,0.9852941176470589,0.04318776571993937,0.9773755656108597,0.06314654018432127
97,0.9835972850678733,0.043760723801017885,0.9751131221719457,0.06200420489565639
98,0.9868024132730016,0.04176377708395749,0.978129713423831,0.06127933660019217
99,0.9849170437405732,0.04224759022821848,0.9773755656108597,0.06280224431491545
100,0.9854826546003017,0.04281631658390322,0.978129713423831,0.06317292590980976
101,0.985105580693816,0.04222534502663988,0.978129713423831,0.06174134434977628
102,0.9883107088090428,0.04013594563103662,0.978129713423831,0.06122741063840429
103,0.9847285067873304,0.044935749116076965,0.9751131221719457,0.06109814647006413
104,0.9860482654600302,0.044104627922857194,0.9751131221719457,0.060782741603538464
105,0.984539969744186,0.043531066558266204,0.9773755656108597,0.06147255552412877
106,0.9830316742081447,0.046618768696702714,0.9751131221719457,0.060591022774779416
107,0.9843514328808446,0.04323130821511374,0.9766214177978884,0.06048960236447609
108,0.9860482654600302,0.04224326727113955,0.9766214177978884,0.06066075051666924
109,0.985105580693816,0.04062729314823676,0.975867269984917,0.061057367560146084
110,0.985105580693816,0.04161345467904125,0.978129713423831,0.0611954282457922
111,0.9864253393665159,0.04097471436553074,0.9773755656108597,0.05988028069584438
112,0.9860482654600302,0.041901219584929955,0.978129713423831,0.060976903913697145
113,0.9883107088989442,0.03904627464419486,0.9766214177978884,0.05873730600576955
114,0.986990950136343,0.0395579163524495,0.9773755656108597,0.058550227253640216
115,0.9873680241327301,0.037606440892591964,0.9773755656108597,0.05853986773263455
116,0.986236802413273,0.04270592271483772,0.978129713423831,0.06026143208707979
117,0.9849170437405732,0.04199632964143319,0.9773755656108597,0.06122304876735307
118,0.9869909502262444,0.03921947394867131,0.9773755656108597,0.05862361569165464
119,0.9860482654600302,0.04425763757477991,0.9773755656108597,0.06069814523353296
120,0.984539969744186,0.04263928711139014,0.978129713423831,0.0609139273417931
121,0.9847285066974288,0.041963605429319775,0.975867269984917,0.059829224951756306
122,0.9862368023233716,0.04132950339651755,0.975867269984917,0.05925614589637041
123,0.9864253393665159,0.040951794105389495,0.978129713423831,0.05867372635825008
124,0.9856711915535445,0.040627970238712084,0.978129713423831,0.059351490616663546
125,0.986236802413273,0.0424926249214854,0.9788838612368024,0.058797091526593195
126,0.9881221718558,0.038762788614187936,0.9788838612368024,0.06194300909117876
127,0.9849170437405732,0.04020299796481388,0.9773755656108597,0.05983799875209594
128,0.9868024131831001,0.0410625715086835,0.978129713423831,0.059674441864992156
129,0.9879336349924586,0.04005045907222139,0.978129713423831,0.058339720459860016
130,0.9864253392766145,0.04125766715436589,0.978129713423831,0.06361658638553921
131,0.9879336349924586,0.036136969956281406,0.9773755656108597,0.05970063138062059
132,0.9868024131831001,0.037505028645759435,0.978129713423831,0.05983300143529747
133,0.986236802413273,0.04001754888671915,0.978129713423831,0.05757773930535597
134,0.986990950136343,0.03955083362460361,0.9773755656108597,0.059453202869467786
135,0.986236802413273,0.03996628149501069,0.9788838612368024,0.06109261498147366
136,0.9883107088989442,0.037341718682752385,0.9773755656108597,0.059932509130976676
137,0.9869909502262444,0.038143043574872866,0.9788838612368024,0.06138415623956316
138,0.9866138763197587,0.039539594699096264,0.978129713423831,0.0603064744428452
139,0.9856711915535445,0.042044849998878135,0.9773755656108597,0.05995524231327605
140,0.9873680241327301,0.03683041725771257,0.9773755656108597,0.05824337849115355
141,0.9879336349924586,0.03922938007782712,0.9773755656108597,0.057701148137697444
142,0.9886877828054299,0.03686979842241601,0.9788838612368024,0.057097266039067986
143,0.9888763197586727,0.035923286734449465,0.9788838612368024,0.05809453380930478
144,0.9877450980392157,0.03836918755843224,0.9788838612368024,0.05858469919089458
145,0.9873680241327301,0.04055785533563314,0.9788838612368024,0.058557262838021665
